drug_name,ind_name,rating
Glycine betaine,Escherichia coli urinary tract infection,1
Glycine betaine,Infective cystitis,1
Glycine betaine,Cystitis,1
Glycine betaine,PYELONEPHRITIS E COLI,1
Sacrosidase,"Sucrase-isomaltase deficiency, congenital",1
Beractant,"Respiratory Distress Syndrome, Newborn",1
Tetryzoline,Rhinorrhea,1
Tetryzoline,Redness of eye,1
Tetryzoline,Nasal congestion (finding),1
Alcaftadine,Allergic Conjunctivitis,1
Ammonium chloride,Coughing,1
Ammonium chloride,Nasal congestion (finding),1
Ammonium chloride,Common Cold,1
Ammonium chloride,Rhinorrhea,1
Ammonium lactate,Seborrheic dermatitis,1
Ammonium lactate,Exanthema,1
Ammonium lactate,Dry skin,1
Ammonium lactate,Pruritus Ani,1
Ammonium lactate,Contact Dermatitis,1
Ammonium lactate,Pruritus,1
Ammonium lactate,Pruritus of genital organs,1
Ammonium lactate,"Dermatitis, Atopic",1
Ammonium lactate,Granuloma Annulare,1
Bendamustine,"Lymphoma, Follicular",1
Bendamustine,Chronic Lymphocytic Leukemia,1
Benzyl alcohol,Skin irritation,1
Benzyl alcohol,Pruritus,1
Besifloxacin,Bacterial conjunctivitis,1
Cabazitaxel,Metastatic Prostate Carcinoma,1
Capsaicin,Postherpetic neuralgia,1
Capsaicin,Arthritic pains,1
Capsaicin,Sprains and Strains,1
Capsaicin,Neuralgia,1
Capsaicin,Back Pain,1
Chenodeoxycholic acid,Cholelithiasis,1
Dimercaprol,Arsenic Poisoning,1
Dimercaprol,Accidental poisoning by lead and its compounds and fumes,1
Prussian blue,Thallium poisoning,1
Halcinonide,"Lymphoma, T-Cell, Cutaneous",1
Halcinonide,"Lupus Erythematosus, Discoid",1
Halcinonide,Lichen Simplex Chronicus,1
Halcinonide,Seborrheic dermatitis,1
Halcinonide,Exanthema,1
Halcinonide,Contact Dermatitis,1
Halcinonide,Pruritus Ani,1
Halcinonide,Pruritus of genital organs,1
Halcinonide,"Dermatitis, Atopic",1
Halcinonide,Granuloma Annulare,1
Halcinonide,Chronic small plaque psoriasis,1
Halcinonide,Scalp psoriasis,1
Histrelin,Precocious Puberty,1
Lanreotide,Acromegaly,1
Lanreotide,Hypersomatotropic gigantism,1
Lodoxamide,"Conjunctivitis, Vernal",1
Lodoxamide,"Keratoconjunctivitis, Vernal",1
Hexamethylenetetramine,Urinary tract infection,1
Methylnaltrexone,Drug-induced constipation,1
Niclosamide,Teniasis,1
Niclosamide,Diphyllobothriasis,1
Plerixafor,Multiple Myeloma,1
Polidocanol,Varicosity,1
Pralatrexate,Peripheral T-Cell Lymphoma,1
Raltegravir,HIV Infections,1
Sodium phenylbutyrate,Carbamoyl-Phosphate Synthase I Deficiency Disease,1
Sodium phenylbutyrate,Citrullinemia,1
Sodium phenylbutyrate,"Urea Cycle Disorders, Inborn",1
Sulconazole,Tinea corporis (disorder),1
Sulconazole,Tinea Versicolor,1
Sulconazole,Tinea Pedis,1
Sulconazole,Tinea cruris,1
Tiopronin,Cystinuria,1
Triethylenetetramine,Renal Cell Carcinoma,1
Triethylenetetramine,Hepatolenticular Degeneration,1
Triethylenetetramine,Scalp psoriasis,1
Triethylenetetramine,Chronic small plaque psoriasis,1
Unoprostone,Ocular Hypertension,1
Unoprostone,"Glaucoma, Open-Angle",1
Tranilast,Asthma,1
Tranilast,Allergic rhinitis (disorder),1
Tranilast,Keloid,1
Tranilast,"Cicatrix, Hypertrophic",1
Parecoxib,Acute postoperative pain,1
Diloxanide,Amebiasis,1
Azidocillin,Respiratory Tract Infections,1
Salicylamide,Back Pain,1
Salicylamide,Headache Disorders,1
Salicylamide,Arthralgia,1
Salicylamide,Fever,1
Salicylamide,Pain,1
Antazoline,"Rhinitis, Vasomotor",1
Antazoline,Symptomatic dermographism,1
Antazoline,Nasal congestion (finding),1
Antazoline,Pruritus,1
Antazoline,Itching of eye,1
Antazoline,Sneezing,1
Antazoline,Rhinorrhea,1
Antazoline,Allergic Conjunctivitis,1
Antazoline,Redness of eye,1
Antazoline,Urticaria,1
Antazoline,Allergic rhinitis (disorder),1
Nandrolone decanoate,Anemia in chronic kidney disease,1
Roxatidine acetate,Gastric ulcer,1
Roxatidine acetate,Gastroesophageal reflux disease,1
Roxatidine acetate,Zollinger-Ellison syndrome,1
Bupranolol,Glaucoma,1
Bupranolol,Hypertensive disease,1
Lurasidone,Schizophrenia,1
Lurasidone,"Depression, Bipolar",1
Ticagrelor,Acute Coronary Syndrome,1
Ticagrelor,Peripheral Vascular Diseases,1
Tafluprost,Ocular Hypertension,1
Tafluprost,"Glaucoma, Open-Angle",1
Ivacaftor,Pulmonary Cystic Fibrosis,1
Azilsartan medoxomil,Hypertensive disease,1
Spinosad,Pediculus capitis infestation,1
Deferiprone,beta Thalassemia,1
Deferiprone,Iron Overload,1
Lomitapide,Familial hypercholesterolemia - homozygous,1
Vismodegib,Basal cell carcinoma,1
Pitavastatin,"Hyperlipidemia, Familial Combined",1
Pitavastatin,Hypercholesterolemia,1
Rilpivirine,HIV Infections,1
Ulipristal,Uterine Fibroids,1
Fingolimod,"Multiple Sclerosis, Relapsing-Remitting",1
Tesamorelin,Lipodystrophy due to Human immunodeficiency virus infection and antiretroviral therapy,1
Brentuximab vedotin,Hodgkin Disease,1
Brentuximab vedotin,Anaplastic large T-cell systemic malignant lymphoma,1
Eribulin,Carcinoma breast stage IV,1
Eribulin,liposarcoma,1
gabapentin enacarbil,Postherpetic neuralgia,1
gabapentin enacarbil,Restless Legs Syndrome,1
Boceprevir,"Hepatitis C, Chronic",1
Fidaxomicin,"Enterocolitis, Pseudomembranous",1
Fidaxomicin,Clostridium difficile infection,1
Fidaxomicin,Clostridium Infections,1
Cabozantinib,Medullary carcinoma of thyroid,1
Cabozantinib,Renal Cell Carcinoma,1
Ruxolitinib,Myeloproliferative disease,1
Ruxolitinib,Myelofibrosis,1
Belimumab,"Lupus Erythematosus, Systemic",1
Teriflunomide,Rheumatoid Arthritis,1
Teriflunomide,"Arthritis, Psoriatic",1
Teriflunomide,Multiple Sclerosis,1
Linagliptin,"Diabetes Mellitus, Non-Insulin-Dependent",1
Aflibercept,Exudative age-related macular degeneration,1
Aflibercept,Central retinal vein occlusion with macular edema,1
Aflibercept,Branch retinal vein occlusion with macular edema,1
Aflibercept,Diabetic macular edema,1
Aflibercept,Metastasis from malignant tumor of colon,1
Icosapent ethyl,Hypertriglyceridemia,1
Ocriplasmin,Vitreomacular traction syndrome,1
Carfilzomib,Multiple Myeloma,1
Linaclotide,Irritable bowel syndrome characterized by constipation,1
Linaclotide,Chronic idiopathic constipation,1
Linaclotide,Irritable Bowel Syndrome,1
Mirabegron,Bladder muscle dysfunction - overactive,1
Peginesatide,Anemia in chronic kidney disease,1
Tofacitinib,Rheumatoid Arthritis,1
Regorafenib,Metastasis from malignant tumor of colon,1
Regorafenib,Gastrointestinal Stromal Tumors,1
Aclidinium,Chronic Obstructive Airway Disease,1
Enzalutamide,Malignant neoplasm of prostate,1
Teduglutide,Short Bowel Syndrome,1
Ponatinib,"Myeloid Leukemia, Chronic",1
Ponatinib,Philadelphia chromosome-positive acute lymphoblastic leukemia,1
Raxibacumab,Inhalational anthrax,1
Bedaquiline,"Tuberculosis, Pulmonary",1
Bedaquiline,"Tuberculosis, Drug-Resistant",1
Certolizumab pegol,Crohn Disease,1
Certolizumab pegol,Rheumatoid Arthritis,1
Certolizumab pegol,"Arthritis, Psoriatic",1
Certolizumab pegol,Ankylosing spondylitis,1
Formestane,Malignant epithelial neoplasm of female breast,1
Fluticasone furoate,Allergic rhinitis (disorder),1
Fluticasone furoate,Asthma,1
Canagliflozin,"Diabetes Mellitus, Non-Insulin-Dependent",1
Dimethyl fumarate,"Multiple Sclerosis, Relapsing-Remitting",1
Glycerol Phenylbutyrate,"Urea Cycle Disorders, Inborn",1
Pomalidomide,Multiple Myeloma,1
Trametinib,"Malignant melanoma, metastatic",1
Dabrafenib,"Malignant melanoma, metastatic",1
Radium Ra 223 Dichloride,Malignant neoplasm of prostate,1
Afatinib,Epidermal growth factor receptor positive non-small cell lung cancer,1
Ferric Carboxymaltose,Iron deficiency anemia,1
Levomilnacipran,Major Depressive Disorder,1
Perospirone,Schizophrenia,1
Epoetin Zeta,Anemia in chronic kidney disease,1
Dolutegravir,HIV Infections,1
Riociguat,Chronic thromboembolic pulmonary hypertension,1
Riociguat,Pulmonary arterial hypertension,1
Macitentan,Pulmonary arterial hypertension,1
Luliconazole,Tinea Pedis,1
Luliconazole,Tinea cruris,1
Luliconazole,Tinea corporis (disorder),1
Sofosbuvir,"Hepatitis C, Chronic",1
Obinutuzumab,Chronic Lymphocytic Leukemia,1
Chlorcyclizine,Common Cold,1
Chlorcyclizine,Hay fever,1
Chlorcyclizine,Rhinorrhea,1
Chlorcyclizine,Allergic Conjunctivitis,1
Chlorcyclizine,Allergic rhinitis (disorder),1
Chlorcyclizine,Sneezing,1
Chlorcyclizine,Nasal congestion (finding),1
Chlorcyclizine,Coughing,1
Chlorcyclizine,"Rhinitis, Vasomotor",1
Isoxsuprine,Vascular Diseases,1
Isoxsuprine,Cerebrovascular Disorders,1
Isoxsuprine,Raynaud Disease,1
Floctafenine,Acute onset pain,1
Etofenamate,Degenerative polyarthritis,1
Enviomycin,"Tuberculosis, Pulmonary",1
Demexiptiline,Depressive disorder,1
Captodiame,Anxiety Disorders,1
Butriptyline,Depressive disorder,1
Bisacodyl,Incomplete passage of stool,1
Bisacodyl,Constipation,1
Aliskiren,Hypertensive disease,1
Ledipasvir,"Hepatitis C, Chronic",1
Secukinumab,Chronic small plaque psoriasis,1
Vorapaxar,Cerebrovascular accident,1
Miltefosine,"Leishmaniasis, Visceral",1
Miltefosine,"Leishmaniasis, Cutaneous",1
Miltefosine,Mucocutaneous leishmaniasis,1
Vedolizumab,Ulcerative Colitis,1
Vedolizumab,Crohn Disease,1
Suvorexant,Sleeplessness,1
Nivolumab,"Malignant melanoma, metastatic",1
Nivolumab,Squamous cell carcinoma of lung,1
Nivolumab,Non-Small Cell Lung Carcinoma,1
Nivolumab,Metastatic Renal Cell Cancer,1
Siltuximab,Angiolymphoid hyperplasia,1
Pembrolizumab,"Malignant melanoma, metastatic",1
Pembrolizumab,Non-Small Cell Lung Carcinoma,1
Empagliflozin,"Diabetes Mellitus, Non-Insulin-Dependent",1
Eliglustat,Gaucher Disease,1
Efinaconazole,Onychomycosis of toenails,1
Efinaconazole,Onychomycosis due to Trichophyton mentagrophytes,1
Efinaconazole,Onychomycosis,1
Tavaborole,Onychomycosis of toenails,1
Tavaborole,Onychomycosis due to Trichophyton mentagrophytes,1
Tavaborole,Onychomycosis due to Trichophyton rubrum,1
Tedizolid Phosphate,Staphylococcal Skin Infections,1
Tedizolid Phosphate,"Skin Diseases, Bacterial",1
Tedizolid Phosphate,Streptococcal infection of skin,1
Albiglutide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Dulaglutide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Metreleptin,Familial generalized lipodystrophy,1
Metreleptin,Acquired generalized lipodystrophy,1
Metreleptin,Acquired partial lipodystrophy,1
Finafloxacin,Acute otitis externa,1
Netupitant,Chemotherapy-induced nausea and vomiting,1
Naloxegol,Drug-induced constipation,1
Ceftolozane,Urinary tract infection,1
Ceftolozane,Intraabdominal Infections,1
Elosulfase alfa,"Mucopolysaccharidosis, MPS-IV-A",1
Blinatumomab,Pre B-cell acute lymphoblastic leukemia,1
Ibrutinib,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",1
Ibrutinib,Chronic Lymphocytic Leukemia,1
Ibrutinib,Waldenstrom Macroglobulinemia,1
Idelalisib,Chronic Lymphocytic Leukemia,1
Idelalisib,"Lymphoma, Follicular",1
Idelalisib,Small Lymphocytic Lymphoma,1
Avibactam,Pyelonephritis,1
Avibactam,Intraabdominal Infections,1
Cobicistat,HIV Infections,1
Vortioxetine,Major Depressive Disorder,1
Tasimelteon,Non-24 hour sleep-wake cycle,1
Sodium oxybate,Narcolepsy-Cataplexy Syndrome,1
Sodium oxybate,Narcolepsy,1
Palbociclib,Human epidermal growth factor 2 negative carcinoma of breast,1
Olaparib,Malignant tumor of peritoneum,1
Olaparib,Malignant neoplasm of ovary,1
Olaparib,Epithelial tumor of ovary,1
Edoxaban,Pulmonary Embolism,1
Edoxaban,Embolism,1
Umeclidinium,Chronic Obstructive Airway Disease,1
Dinutuximab,Neuroblastoma,1
Lenvatinib,Follicular thyroid carcinoma,1
Lenvatinib,Papillary thyroid carcinoma,1
Nintedanib,Hamman-Rich syndrome,1
Nintedanib,Non-Small Cell Lung Carcinoma,1
Olodaterol,Chronic Obstructive Airway Disease,1
Idebenone,"Optic Atrophy, Hereditary, Leber",1
Vilanterol,"Bronchitis, Chronic",1
Vilanterol,Pulmonary Emphysema,1
Vilanterol,Chronic Obstructive Airway Disease,1
Vilanterol,Asthma,1
Ivabradine,Chronic heart failure,1
Benzydamine,Pain,1
Tetracaine,Pruritus,1
Tetracaine,Skin irritation,1
Potassium alum,Heartburn,1
Potassium alum,Dyspepsia,1
Potassium alum,Peptic Ulcer,1
Potassium alum,Gastroesophageal reflux disease,1
Chlortetracycline,Ophthalmia Neonatorum,1
Chlortetracycline,Trachoma,1
Benzoyl peroxide,Seborrheic dermatitis,1
Benzoyl peroxide,Acne Vulgaris,1
Benzoyl peroxide,Exanthema,1
Benzoyl peroxide,Granuloma Annulare,1
Benzoyl peroxide,Pruritus of genital organs,1
Benzoyl peroxide,Contact Dermatitis,1
Benzoyl peroxide,Pruritus Ani,1
Elvitegravir,HIV Infections,1
Daclatasvir,"Hepatitis C, Chronic",1
Magnesium hydroxide,Constipation,1
Magnesium hydroxide,Incomplete passage of stool,1
Magnesium hydroxide,Peptic Ulcer,1
Magnesium hydroxide,Dyspepsia,1
Magnesium hydroxide,Gastroesophageal reflux disease,1
Magnesium hydroxide,Heartburn,1
Asfotase Alfa,Hypophosphatasia,1
Methoxy polyethylene glycol-epoetin beta,Anemia in chronic kidney disease,1
Turoctocog alfa,Hemophilia A,1
Mesna,Testicular Germ Cell Tumor,1
Sodium Nitrite,Toxic effect of cyanide,1
Poractant alfa,"Respiratory Distress Syndrome, Newborn",1
Colfosceril palmitate,"Respiratory Distress Syndrome, Newborn",1
Diiodohydroxyquinoline,Amebiasis,1
Stiripentol,"Epilepsies, Myoclonic",1
Stiripentol,Infantile Severe Myoclonic Epilepsy,1
Peginterferon beta-1a,"Multiple Sclerosis, Relapsing-Remitting",1
Potassium Citrate,Hypokalemia,1
Potassium Citrate,Calcium renal calculus,1
Potassium Citrate,Renal tubular acidosis,1
Potassium Citrate,RENAL CALCULUS CALCIUM OXALATE,1
Potassium Citrate,Uric acid renal calculus,1
Disodium phosphate,Constipation,1
Brexpiprazole,Schizophrenia,1
Brexpiprazole,Major Depressive Disorder,1
Protamine sulfate,Heparin overdose,1
Sonidegib,Basal cell carcinoma,1
Uridine triacetate,Hereditary orotic aciduria,1
Uridine triacetate,Antimetabolite overdose,1
Sucroferric Oxyhydroxide,Hyperphosphatemia (disorder),1
Nitrogen,Persistent Fetal Circulation Syndrome,1
Sodium Citrate,Common Cold,1
Sodium Citrate,Peptic Ulcer,1
Sodium Citrate,Gastroesophageal reflux disease,1
Sodium Citrate,Dyspepsia,1
Sodium Citrate,Coughing,1
Sodium Citrate,Rhinitis,1
Sodium Citrate,Heartburn,1
Sodium Citrate,Nasal congestion (finding),1
Sodium Citrate,Rhinorrhea,1
Ferric Citrate,Hyperphosphatemia (disorder),1
Etizolam,Anxiety,1
Dosulepin,Major Depressive Disorder,1
Dasabuvir,"Hepatitis C, Chronic",1
Viloxazine,Narcolepsy-Cataplexy Syndrome,1
Lobeglitazone,"Diabetes Mellitus, Non-Insulin-Dependent",1
Moxisylyte,Erectile dysfunction,1
Moxisylyte,Raynaud Disease,1
Loxoprofen,Rheumatoid Arthritis,1
Dexibuprofen,Headache Disorders,1
Dexibuprofen,Pain,1
Dexibuprofen,Fever,1
Dexibuprofen,Degenerative polyarthritis,1
Dexibuprofen,Rheumatoid Arthritis,1
Dexibuprofen,Dysmenorrhea,1
Polaprezinc,Peptic Ulcer,1
Blonanserin,Schizophrenia,1
Conestat alfa,Hereditary C1 esterase inhibitor deficiency - deficient factor,1
Aranidipine,Hypertensive disease,1
Azelnidipine,Hypertensive disease,1
Efonidipine,Hypertensive disease,1
Pirlindole,Depressive disorder,1
Toloxatone,Depressive disorder,1
Tegafur,Malignant neoplasm of stomach,1
Gimeracil,Malignant neoplasm of stomach,1
Bemiparin,Pulmonary Embolism,1
Bemiparin,Deep Vein Thrombosis,1
Imidafenacin,Bladder muscle dysfunction - overactive,1
Patiromer,Hyperkalemia,1
Idarucizumab,Drug-induced coagulation inhibitor disorder,1
Lixisenatide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Strontium ranelate,"Osteoporosis, Postmenopausal",1
Phenylacetic acid,Hyperammonemia,1
Eluxadoline,Irritable bowel syndrome with diarrhea,1
Eluxadoline,Diarrhoea predominant irritable bowel syndrome,1
Artesunate,"Malaria, Falciparum",1
Sodium aurothiomalate,Rheumatoid Arthritis,1
Fimasartan,Hypertensive disease,1
Magnesium Trisilicate,Dyspepsia,1
Magnesium Trisilicate,Peptic Ulcer,1
Magnesium Trisilicate,Gastroesophageal reflux disease,1
Magnesium Trisilicate,Heartburn,1
Polyethylene glycol,Incomplete passage of stool,1
Polyethylene glycol,Dry Eye Syndromes,1
Polyethylene glycol,Redness of eye,1
Polyethylene glycol,Constipation,1
Ramosetron,Irritable bowel syndrome with diarrhea,1
Ramosetron,Diarrhoea predominant irritable bowel syndrome,1
Rolapitant,Chemotherapy-induced nausea and vomiting,1
Sacubitril,Chronic heart failure,1
Sodium Iodide I-131,Hyperthyroidism,1
Ombitasvir,"Hepatitis C, Chronic",1
Paritaprevir,"Hepatitis C, Chronic",1
Tenofovir alafenamide,HIV Infections,1
Scopolamine butylbromide,Gastric spasm (disorder),1
Alirocumab,Hypercholesterolemia,1
Alirocumab,Complex dyslipidemia,1
Alirocumab,Familial hypercholesterolemia - heterozygous,1
Alirocumab,Atherosclerosis,1
Evolocumab,Hypercholesterolemia,1
Evolocumab,Complex dyslipidemia,1
Evolocumab,Familial hypercholesterolemia - heterozygous,1
Evolocumab,Familial hypercholesterolemia - homozygous,1
Coagulation Factor XIII A-Subunit (Recombinant),Hereditary factor XIII A subunit deficiency,1
Procaine benzylpenicillin,Gingivostomatitis,1
Procaine benzylpenicillin,Streptococcal tonsillitis,1
Procaine benzylpenicillin,Infection of skin AND/OR subcutaneous tissue,1
Procaine benzylpenicillin,"Syphilis, tertiary",1
Procaine benzylpenicillin,Pharyngitis,1
Procaine benzylpenicillin,"Syphilis, secondary",1
Procaine benzylpenicillin,Acute otitis media,1
Procaine benzylpenicillin,Streptococcal Infections,1
Procaine benzylpenicillin,Fusospirochetal pharyngitis,1
Procaine benzylpenicillin,"Syphilis, Latent",1
Procaine benzylpenicillin,Streptococcal endocarditis,1
Procaine benzylpenicillin,Scarlet Fever,1
Procaine benzylpenicillin,Neurosyphilis,1
Procaine benzylpenicillin,Bejel,1
Procaine benzylpenicillin,Streptococcus pyogenes infection,1
Procaine benzylpenicillin,Streptococcal pneumonia,1
Procaine benzylpenicillin,Primary genital syphilis,1
Procaine benzylpenicillin,Rat-Bite Fever,1
Procaine benzylpenicillin,Anthrax disease,1
Procaine benzylpenicillin,"Syphilis, Congenital",1
Procaine benzylpenicillin,Pinta,1
Procaine benzylpenicillin,Yaws,1
Procaine benzylpenicillin,Erysipelas,1
Procaine benzylpenicillin,Syphilis,1
Procaine benzylpenicillin,Staphylococcus aureus infection,1
Zinc oxide,Exanthema,1
Zinc oxide,Tinea Versicolor,1
Zinc oxide,Skin irritation,1
Zinc oxide,Arthropod bite wound,1
Zinc oxide,Tinea cruris,1
Zinc oxide,Tinea corporis (disorder),1
Zinc oxide,Cutaneous Candidiasis,1
Zinc oxide,Pruritus,1
Zinc oxide,Pruritus Ani,1
Zinc oxide,Burn injury,1
Zinc oxide,Hemorrhoids,1
Zinc oxide,Diaper Rash,1
Zinc oxide,Injury wounds,1
Zinc oxide,Proctitis,1
Zinc oxide,Rectal pain,1
Zinc oxide,Tinea Pedis,1
Zinc sulfate,Redness of eye,1
Zinc sulfate,Zinc deficiency,1
Benzathine benzylpenicillin,Erysipelas,1
Benzathine benzylpenicillin,Scarlet Fever,1
Benzathine benzylpenicillin,Streptococcal pneumonia,1
Benzathine benzylpenicillin,Streptococcus pyogenes infection,1
Benzathine benzylpenicillin,Streptococcal Infections,1
Sulbactam,Intraabdominal Infections,1
Sulbactam,Rhinoscleroma,1
Sulbactam,Infection of skin AND/OR subcutaneous tissue,1
Sulbactam,Female genital tract infection,1
Sulbactam,Staphylococcus aureus infection,1
Sulbactam,Bacterial peritonitis,1
Sulbactam,Cholangitis,1
Sulbactam,Pelvic Inflammatory Disease,1
Sulbactam,Enterobacteriaceae Infections,1
Sulbactam,Escherichia coli Infections,1
Sodium fluoride,Vitamin Deficiency,1
Osimertinib,Epidermal growth factor receptor positive non-small cell lung cancer,1
Daratumumab,Multiple Myeloma,1
Kappadione,"Jaundice, Obstructive",1
Tipiracil,Malignant tumor of colon,1
Pramocaine,Pruritus,1
Pramocaine,Skin irritation,1
Pramocaine,Tinea cruris,1
Pramocaine,Proctitis,1
Pramocaine,Injury wounds,1
Pramocaine,Rectal pain,1
Pramocaine,Arthropod bite wound,1
Pramocaine,Otitis Externa,1
Pramocaine,Tinea Pedis,1
Pramocaine,Pruritus Ani,1
Pramocaine,Exanthema,1
Pramocaine,Dry skin,1
Pramocaine,Tinea corporis (disorder),1
Pramocaine,Burn injury,1
Pramocaine,Hemorrhoids,1
Pramocaine,Itching of ear,1
Pramocaine,Inflammatory dermatosis,1
Pramocaine,Allergic otitis externa,1
Piperonyl butoxide,Pediculus capitis infestation,1
Piperonyl butoxide,Infestation by Phthirus pubis,1
Piperonyl butoxide,Body louse infestation,1
Levobetaxolol,"Glaucoma, Open-Angle",1
Levobetaxolol,Ocular Hypertension,1
Hydroxyamphetamine hydrobromide,Mydriasis,1
Sulfur,Necrotizing Ulcerative Gingivitis,1
Sulfur,Acne Vulgaris,1
Sulfur,Acneiform Eruptions,1
Sulfur,Greasy skin,1
Sulfur,Aphthous Stomatitis,1
Sulfur,Seborrheic dermatitis,1
Sulfur,Scurfiness of scalp,1
Dexpanthenol,Dermatologic disorders,1
Dexpanthenol,Diaper Rash,1
Dexpanthenol,Gastroparesis,1
Dexpanthenol,Paralytic Ileus,1
Dexpanthenol,Contact dermatitis due to Rhus diversiloba,1
Dexpanthenol,Eczema,1
Dexpanthenol,Arthropod bite wound,1
Norgestrel,Menorrhagia,1
Norgestrel,Hot flushes,1
Propoxyphene napsylate,Pain,1
Magnesium chloride,Hypomagnesemia,1
Sodium phosphate,Constipation,1
Glycerin,Constipation,1
"Sodium phosphate, dibasic, heptahydrate",Constipation,1
"Sodium phosphate, monobasic, anhydrous",Constipation,1
Sodium sulfate,Incomplete passage of stool,1
Enalaprilat,Asymptomatic left ventricular systolic dysfunction,1
Enalaprilat,Hypertensive disease,1
Enalaprilat,Congestive heart failure,1
Magnesium carbonate,Gastroesophageal reflux disease,1
Magnesium carbonate,Hypomagnesemia,1
Magnesium carbonate,Heartburn,1
Magnesium carbonate,Peptic Ulcer,1
Magnesium carbonate,Incomplete passage of stool,1
Magnesium carbonate,Dyspepsia,1
Magnesium carbonate,Constipation,1
Cysteine hydrochloride,Bronchitis,1
Cysteine hydrochloride,Poisoning by acetaminophen,1
Cysteine hydrochloride,Amyloidosis,1
Cysteine hydrochloride,Pulmonary Cystic Fibrosis,1
Cysteine hydrochloride,Bronchiectasis,1
Acrivastine,Hay fever,1
Acrivastine,"Rhinitis, Vasomotor",1
Acrivastine,Nasal congestion (finding),1
Acrivastine,Rhinorrhea,1
Acrivastine,Allergic Conjunctivitis,1
Acrivastine,Sneezing,1
Acrivastine,Common Cold,1
Acrivastine,Allergic rhinitis (disorder),1
Octinoxate,Chloasma,1
Octinoxate,Discoloration of skin,1
Sodium thiosulfate,Toxic effect of cyanide,1
Simethicone,Diaper Rash,1
Sodium ferric gluconate complex,Iron deficiency anemia,1
Sodium ferric gluconate complex,Anemia of prematurity,1
"Sodium phosphate, monobasic, monohydrate",Urinary tract infection,1
"Sodium phosphate, monobasic, monohydrate",Calcium renal calculus,1
"Sodium phosphate, monobasic, monohydrate",Incomplete passage of stool,1
"Sodium phosphate, monobasic, monohydrate",Hypophosphatemia,1
Hydroquinone,Facial hyperpigmentation,1
Hydroquinone,Discoloration of skin,1
Hydroquinone,Chloasma,1
Methyl salicylate,Back Pain,1
Methyl salicylate,Sprains and Strains,1
Methyl salicylate,Arthritic pains,1
Thonzonium bromide,Otitis Externa,1
Dexchlorpheniramine maleate,Symptomatic dermographism,1
Dexchlorpheniramine maleate,Allergic Conjunctivitis,1
Dexchlorpheniramine maleate,Urticaria,1
Dexchlorpheniramine maleate,Pruritus,1
Dexchlorpheniramine maleate,Hay fever,1
Dexchlorpheniramine maleate,Allergic rhinitis (disorder),1
Dexchlorpheniramine maleate,"Rhinitis, Vasomotor",1
Necitumumab,Non-Small Cell Lung Carcinoma,1
Filgrastim-sndz,Chemotherapy-induced neutropenia,1
Filgrastim-sndz,Congenital neutropenia,1
Filgrastim-sndz,Cyclic neutropenia,1
Filgrastim-sndz,Chronic idiopathic neutropenia,1
Insulin Degludec,Diabetes Mellitus,1
Omega-3-carboxylic acids,Hypertriglyceridemia,1
Ixazomib,Multiple Myeloma,1
Levomethamphetamine,Nasal congestion (finding),1
Histamine,Degenerative polyarthritis,1
Selexipag,Pulmonary arterial hypertension,1
Alectinib,Non-Small Cell Lung Carcinoma,1
Senna glycoside,Constipation,1
Lesinurad,Hyperuricemia,1
Sebelipase alfa,Wolman Disease,1
Ixekizumab,Chronic small plaque psoriasis,1
Elbasvir,"Hepatitis C, Chronic",1
Grazoprevir,"Hepatitis C, Chronic",1
Venetoclax,Chronic Lymphocytic Leukemia,1
Thiocolchicoside,Muscle Spasticity,1
Bilastine,Urticaria,1
Bilastine,Allergic rhinitis (disorder),1
Atezolizumab,"Carcinoma, Transitional Cell",1
Levoleucovorin,Poisoning by sulfadiazine,1
Levoleucovorin,Methotrexate poisoning,1
Levoleucovorin,Poisoning by pyrimethamine,1
Levoleucovorin,"Anemia, Megaloblastic",1
Levoleucovorin,Folic Acid Deficiency,1
Susoctocog alfa,"Factor 8 deficiency, acquired",1
Eftrenonacog alfa,Hemophilia B,1
Buprenorphine,Heroin Dependence,1
Buprenorphine,Opioid-Related Disorders,1
Dextroamphetamine,Cocaine-Related Disorders,1
Buprenorphine,Heroin Dependence,1
Buprenorphine,Opioid-Related Disorders,1
Methotrexate,Sensorineural Hearing Loss (disorder),1
Glycine,Schizophrenia,1
Cycloserine,Schizophrenia,1
Clozapine,Schizophrenia,1
Alendronic acid,Osteopenia,1
Alendronic acid,Osteoporosis,1
Zidovudine,Kidney Diseases,1
Foscarnet,Cytomegalovirus Retinitis,1
Trimethoprim,Pneumocystis jiroveci pneumonia,1
Pentamidine,Pneumocystis jiroveci pneumonia,1
Prednisolone,Pneumocystis jiroveci pneumonia,1
Methylprednisolone,Pneumocystis jiroveci pneumonia,1
Sulfamethoxazole,Pneumocystis jiroveci pneumonia,1
Trimetrexate,Pneumocystis jiroveci pneumonia,1
Levoleucovorin,Pneumocystis jiroveci pneumonia,1
Vitamin E,Carotid Artery Diseases,1
Vitamin E,Intracranial Arteriosclerosis,1
Vitamin E,Heart Diseases,1
Vitamin E,Atherosclerosis,1
Foscarnet,Radiculitis,1
Ganciclovir,Radiculitis,1
Pseudoephedrine,Sinusitis,1
